review,rating,date,bank,source
Poor experience with Bank of Abyssinia (BOA) in Ethiopia. frequent bugs.,2,2025-04-08,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-01-06,BOA,Google Play Store
Bank of Abyssinia (BOA) should improve their app. poor customer service.,2,2025-04-11,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. easy to use.,4,2025-06-09,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs. Transactions in Birr work fine.,3,2025-02-04,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. modern interface!,4,2025-11-07,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. good design.,4,2025-05-22,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-05-31,BOA,Google Play Store
Very frustrating to use Bank of Abyssinia (BOA). frequent bugs.,2,2025-01-16,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. user friendly!,4,2025-04-24,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-02-21,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. modern interface.,5,2025-02-01,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-02-20,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. good design!,4,2025-04-20,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs. Transactions in Birr work fine.,3,2025-11-26,BOA,Google Play Store
Poor experience with Bank of Abyssinia (BOA) in Addis. frequent bugs. Transactions in Birr work fine.,2,2024-12-25,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay best in Ethiopia. Could be better.,3,2025-05-19,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,5,2025-01-11,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-03-28,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay for Ethiopian users. Could be better.,3,2025-05-12,BOA,Google Play Store
Very frustrating to use Bank of Abyssinia (BOA). frequent bugs.,2,2025-09-23,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-10-14,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking. Transactions in Birr work fine.,3,2025-10-22,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay best in Ethiopia. Could be better.,3,2025-08-27,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements. Transactions in Birr work fine.,3,2025-09-10,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay best in Ethiopia. Could be better. Transactions in Birr work fine.,3,2025-11-07,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-05-09,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Addis. Could be better. Transactions in Birr work fine.,3,2025-08-13,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-11-19,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. modern interface.,4,2025-10-31,BOA,Google Play Store
Very frustrating to use Bank of Abyssinia (BOA). poor customer service.,2,2025-04-25,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-05-07,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. user friendly.,4,2025-01-30,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. good design. Transactions in Birr work fine.,4,2025-02-17,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements. Transactions in Birr work fine.,3,2025-10-27,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app in Ethiopia. easy to use.,4,2025-06-28,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-05-22,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay needs improvement in Ethiopia. Could be better.,3,2025-08-20,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. modern interface!,4,2025-03-19,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2025-05-23,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-08-28,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs. Transactions in Birr work fine.,3,2025-07-24,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. modern interface!,5,2025-04-02,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-06-22,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-05-02,BOA,Google Play Store
Poor experience with Bank of Abyssinia (BOA) in Addis. slow loading.,2,2025-01-15,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2025-10-22,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay best in Ethiopia. Could be better.,3,2025-10-04,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. modern interface!,4,2024-12-25,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-01-25,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-11-08,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2025-01-20,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app best in Ethiopia. easy to use.,5,2025-09-22,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. modern interface.,5,2024-12-19,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-09-20,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. user friendly.,4,2025-09-30,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2024-12-06,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-02-22,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app best in Ethiopia. user friendly. Transactions in Birr work fine.,4,2025-11-17,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. user friendly! Transactions in Birr work fine.,4,2025-03-27,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Addis. Could be better.,3,2025-02-28,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Addis. Could be better.,3,2025-04-16,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app for Ethiopian users. user friendly.,4,2025-10-06,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2024-12-28,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-01-03,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-06-17,BOA,Google Play Store
Disappointed with Bank of Abyssinia (BOA) mobile banking. frequent bugs.,2,2025-01-27,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. modern interface. Transactions in Birr work fine.,4,2025-03-10,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-09-04,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,5,2025-11-05,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app in Addis. easy to use.,4,2025-06-06,BOA,Google Play Store
Bank of Abyssinia (BOA) app needs urgent fixing. update problems. Transactions in Birr work fine.,2,2025-03-30,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,5,2025-06-01,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA). Transactions in Birr work fine.,3,2025-02-09,BOA,Google Play Store
Disappointed with Bank of Abyssinia (BOA) mobile banking. frequent bugs.,2,2025-08-05,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking. Transactions in Birr work fine.,3,2025-04-19,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay needs improvement in Ethiopia. Could be better.,3,2025-01-14,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-08-01,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2025-09-29,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. user friendly. Transactions in Birr work fine.,4,2025-12-03,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-10-14,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-01-13,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,5,2025-05-07,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app for Ethiopian users. good design. Transactions in Birr work fine.,4,2025-03-01,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-02-04,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-02-11,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-02-20,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Addis. Could be better. Transactions in Birr work fine.,3,2025-01-06,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. good design!,4,2025-07-11,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-08-03,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-04-08,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs. Transactions in Birr work fine.,3,2025-05-22,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay best in Ethiopia. Could be better.,3,2025-09-02,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. user friendly.,4,2025-09-24,BOA,Google Play Store
Disappointed with Bank of Abyssinia (BOA) mobile banking. frequent bugs.,2,2025-10-30,BOA,Google Play Store
Bank of Abyssinia (BOA) app needs urgent fixing. update problems.,2,2024-12-09,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2025-05-23,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. modern interface.,5,2025-08-03,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-09-23,BOA,Google Play Store
Poor experience with Bank of Abyssinia (BOA) best in Ethiopia. update problems.,2,2025-06-16,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-03-06,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. good design.,4,2025-07-23,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app in Ethiopia. good design.,4,2025-03-02,BOA,Google Play Store
Bank of Abyssinia (BOA) app needs urgent fixing. update problems. Transactions in Birr work fine.,2,2025-04-06,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app in Ethiopia. user friendly.,4,2025-02-11,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app in Addis. easy to use.,4,2025-02-05,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. user friendly.,4,2025-03-10,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app in Addis. modern interface.,4,2025-04-05,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-03-15,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking. Transactions in Birr work fine.,3,2025-07-30,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs. Transactions in Birr work fine.,3,2025-01-17,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-03-11,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-05-22,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. easy to use.,5,2024-12-16,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Addis. Could be better. Transactions in Birr work fine.,3,2024-12-07,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay for Ethiopian users. Could be better.,3,2025-08-24,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-10-12,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-03-12,BOA,Google Play Store
Bank of Abyssinia (BOA) should improve their app. slow loading. Transactions in Birr work fine.,2,2025-03-19,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. easy to use!,4,2025-09-03,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs. Transactions in Birr work fine.,3,2025-02-18,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. good design!,4,2025-04-24,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. modern interface.,5,2025-07-12,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-10-07,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements. Transactions in Birr work fine.,3,2025-05-25,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Addis. Could be better.,3,2025-04-22,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-11-23,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app for Ethiopian users. good design.,4,2025-12-03,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. modern interface. Transactions in Birr work fine.,4,2025-03-24,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-03-13,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-09-27,BOA,Google Play Store
Very frustrating to use Bank of Abyssinia (BOA). update problems. Transactions in Birr work fine.,2,2025-04-28,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs. Transactions in Birr work fine.,3,2025-03-17,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. user friendly. Transactions in Birr work fine.,5,2025-07-10,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2024-12-15,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2025-06-13,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs. Transactions in Birr work fine.,3,2025-08-22,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Ethiopia. Could be better.,3,2025-08-31,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app in Ethiopia. easy to use.,4,2025-01-31,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. good design!,5,2025-11-24,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-11-02,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app needs improvement in Ethiopia. modern interface.,4,2025-10-21,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-07-10,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking. Transactions in Birr work fine.,3,2025-02-04,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. modern interface.,4,2025-01-26,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. modern interface! Transactions in Birr work fine.,4,2025-09-16,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. modern interface!,5,2025-08-03,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-05-26,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,5,2025-02-13,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. modern interface!,4,2025-06-26,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. easy to use.,4,2025-09-28,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. user friendly!,4,2025-06-16,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. easy to use.,4,2025-11-10,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,5,2025-04-02,BOA,Google Play Store
Disappointed with Bank of Abyssinia (BOA) mobile banking. slow loading.,2,2024-12-17,BOA,Google Play Store
Disappointed with Bank of Abyssinia (BOA) mobile banking. frequent bugs.,2,2025-11-24,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking. Transactions in Birr work fine.,3,2025-10-26,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-05-08,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2025-04-09,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. modern interface. Transactions in Birr work fine.,4,2025-07-05,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-04-18,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-09-07,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-07-29,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements. Transactions in Birr work fine.,3,2025-06-26,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. easy to use.,5,2025-11-02,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. good design.,4,2025-02-27,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app in Addis. modern interface.,4,2025-04-12,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. user friendly.,5,2025-06-11,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2024-12-23,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. easy to use.,4,2025-06-13,BOA,Google Play Store
Bank of Abyssinia (BOA) app needs urgent fixing. frequent bugs.,2,2025-05-26,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. easy to use!,4,2025-07-06,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. good design!,4,2025-08-22,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-07-27,BOA,Google Play Store
Disappointed with Bank of Abyssinia (BOA) mobile banking. update problems. Transactions in Birr work fine.,2,2025-01-17,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-01-16,BOA,Google Play Store
Bank of Abyssinia (BOA) app needs urgent fixing. frequent bugs.,2,2025-04-01,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-09-17,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app best in Ethiopia. user friendly.,4,2025-09-17,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app for Ethiopian users. modern interface.,4,2025-11-10,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2025-05-11,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. easy to use.,4,2025-03-12,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-06-12,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. user friendly!,4,2024-12-07,BOA,Google Play Store
Poor experience with Bank of Abyssinia (BOA) needs improvement in Ethiopia. slow loading.,2,2025-07-18,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app for Ethiopian users. good design.,4,2025-09-23,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. good design.,5,2025-04-14,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-08-03,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app for Ethiopian users. good design. Transactions in Birr work fine.,4,2025-09-24,BOA,Google Play Store
Disappointed with Bank of Abyssinia (BOA) mobile banking. poor customer service.,2,2025-04-09,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2024-12-27,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay for Ethiopian users. Could be better. Transactions in Birr work fine.,3,2025-01-29,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app for Ethiopian users. modern interface.,5,2025-04-17,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. modern interface. Transactions in Birr work fine.,5,2025-10-14,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2025-02-23,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app needs improvement in Ethiopia. user friendly.,5,2025-09-24,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-07-01,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. good design!,4,2025-07-17,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-03-25,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-09-27,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-01-16,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. modern interface! Transactions in Birr work fine.,4,2025-08-01,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app in Ethiopia. easy to use.,4,2025-02-15,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2025-04-04,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-07-31,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs. Transactions in Birr work fine.,3,2025-09-30,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app best in Ethiopia. user friendly.,4,2024-12-22,BOA,Google Play Store
Bank of Abyssinia (BOA) app needs urgent fixing. update problems.,2,2025-01-13,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app best in Ethiopia. user friendly.,4,2025-01-31,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-11-15,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,5,2025-01-25,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs. Transactions in Birr work fine.,3,2024-12-18,BOA,Google Play Store
Bank of Abyssinia (BOA) should improve their app. poor customer service.,2,2025-10-09,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. user friendly!,5,2025-02-07,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-04-01,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-11-16,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app best in Ethiopia. user friendly.,4,2025-01-29,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-04-22,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. easy to use. Transactions in Birr work fine.,4,2025-10-28,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-05-05,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. user friendly.,4,2025-05-14,BOA,Google Play Store
Very frustrating to use Bank of Abyssinia (BOA). frequent bugs.,2,2025-02-22,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app in Addis. modern interface.,4,2025-09-09,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-01-29,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-06-25,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app for Ethiopian users. easy to use. Transactions in Birr work fine.,5,2024-12-14,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-11-20,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. good design.,4,2025-02-03,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-08-29,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-11-01,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. user friendly. Transactions in Birr work fine.,4,2025-01-24,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. modern interface.,4,2025-04-15,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay for Ethiopian users. Could be better.,3,2025-07-29,BOA,Google Play Store
Bank of Abyssinia (BOA) app is functional for basic needs.,3,2025-05-06,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-04-13,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay for Ethiopian users. Could be better.,3,2025-07-29,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-04-01,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. user friendly!,4,2025-05-06,BOA,Google Play Store
Bank of Abyssinia (BOA) should improve their app. update problems.,2,2025-11-27,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA).,3,2025-03-23,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-09-09,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-02-16,BOA,Google Play Store
Love using Bank of Abyssinia (BOA) mobile banking. good design!,4,2025-11-02,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Addis. Could be better.,3,2025-02-10,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-02-09,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-08-25,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay best in Ethiopia. Could be better. Transactions in Birr work fine.,3,2025-03-06,BOA,Google Play Store
Excellent Bank of Abyssinia (BOA) app needs improvement in Ethiopia. modern interface.,4,2025-04-19,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2025-05-05,BOA,Google Play Store
Bank of Abyssinia (BOA) app is okay in Ethiopia. Could be better.,3,2025-05-01,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. easy to use. Transactions in Birr work fine.,4,2025-08-24,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking. Transactions in Birr work fine.,3,2025-02-18,BOA,Google Play Store
Very satisfied with Bank of Abyssinia (BOA) app. user friendly.,4,2025-01-16,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-01-12,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements.,3,2025-05-28,BOA,Google Play Store
Decent banking app from Bank of Abyssinia (BOA). Transactions in Birr work fine.,3,2025-10-04,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. easy to use. Transactions in Birr work fine.,4,2025-02-28,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great.,4,2024-12-11,BOA,Google Play Store
Poor experience with Bank of Abyssinia (BOA) best in Ethiopia. poor customer service.,2,2025-01-28,BOA,Google Play Store
Best banking app in Ethiopia. Bank of Abyssinia (BOA) is great. Transactions in Birr work fine.,4,2025-06-20,BOA,Google Play Store
Bank of Abyssinia (BOA) makes banking easy in Ethiopia. modern interface. Transactions in Birr work fine.,4,2025-11-09,BOA,Google Play Store
Bank of Abyssinia (BOA) works but needs improvements. Transactions in Birr work fine.,3,2025-09-29,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-08-09,BOA,Google Play Store
Average experience with Bank of Abyssinia (BOA) mobile banking.,3,2025-07-21,BOA,Google Play Store
